Species,Drug,Country,first_cross_year,years_before,PRAS,pct_above_ecoff,pct_above_bp
Klebsiella pneumoniae,Meropenem,"Korea, South",2023,1,0.21531802183187584,11.688311688311687,5.194805194805195
Klebsiella pneumoniae,Meropenem,"Korea, South",2023,2,0.14247383915394965,5.9880239520958085,3.592814371257485
Klebsiella pneumoniae,Meropenem,"Korea, South",2023,3,0.06582183915744992,3.076923076923077,0.7692307692307693
Klebsiella pneumoniae,Meropenem,"Korea, South",2023,4,0.12436914049396149,3.658536585365854,2.4390243902439024
Klebsiella pneumoniae,Meropenem,"Korea, South",2023,5,0.0844658881083696,4.109589041095891,1.36986301369863
Klebsiella pneumoniae,Meropenem,Kuwait,2020,1,0.2763296579956575,8.16326530612245,6.122448979591836
Klebsiella pneumoniae,Meropenem,Kuwait,2020,2,0.3814779428292423,12.0,8.0
Klebsiella pneumoniae,Meropenem,Kuwait,2020,3,0.25289023378753556,8.391608391608392,4.895104895104895
Klebsiella pneumoniae,Meropenem,Kuwait,2020,4,0.2011337019933885,6.944444444444445,4.166666666666667
Klebsiella pneumoniae,Meropenem,Malaysia,2020,1,0.5062742506639372,12.903225806451612,9.67741935483871
Klebsiella pneumoniae,Meropenem,Malaysia,2020,2,0.05637883127847185,6.451612903225806,0.0
Klebsiella pneumoniae,Meropenem,Malaysia,2020,4,0.060723248638427076,9.090909090909092,0.0
Klebsiella pneumoniae,Meropenem,Malaysia,2020,5,0.06979269265054071,4.807692307692308,0.9615384615384616
Klebsiella pneumoniae,Meropenem,Mexico,2021,1,0.3322410845811937,11.555555555555555,7.555555555555555
Klebsiella pneumoniae,Meropenem,Mexico,2021,2,0.45913511651916067,14.07766990291262,9.223300970873789
Klebsiella pneumoniae,Meropenem,Mexico,2021,3,0.07870824745222281,4.166666666666667,0.6944444444444444
Klebsiella pneumoniae,Meropenem,Mexico,2021,4,0.17949317973275578,7.723577235772358,4.471544715447155
Klebsiella pneumoniae,Meropenem,Mexico,2021,5,0.3283459932077547,8.695652173913043,7.1146245059288535
Klebsiella pneumoniae,Meropenem,Morocco,2019,1,0.20661533620287506,8.571428571428571,2.857142857142857
Klebsiella pneumoniae,Meropenem,Morocco,2019,2,0.08590018480328619,36.36363636363637,0.0
Klebsiella pneumoniae,Meropenem,Morocco,2019,3,0.10496861175460095,26.08695652173913,0.0
Klebsiella pneumoniae,Meropenem,Panama,2021,1,0.34070487832966995,8.333333333333334,8.333333333333334
Klebsiella pneumoniae,Meropenem,Panama,2021,2,0.2711047493929553,6.521739130434782,6.521739130434782
Klebsiella pneumoniae,Meropenem,Panama,2021,3,0.07168611825915443,0.0,0.0
Klebsiella pneumoniae,Meropenem,Panama,2021,4,0.13549976816243736,4.166666666666667,4.166666666666667
Klebsiella pneumoniae,Meropenem,Panama,2021,5,0.28333657776407334,9.090909090909092,4.545454545454546
Klebsiella pneumoniae,Meropenem,Poland,2018,1,0.25770836856436835,8.88888888888889,5.925925925925926
Klebsiella pneumoniae,Meropenem,Poland,2018,2,0.2148627165267392,8.695652173913043,4.3478260869565215
Klebsiella pneumoniae,Meropenem,Poland,2018,3,0.1460168251312961,6.349206349206349,3.1746031746031744
Klebsiella pneumoniae,Meropenem,Poland,2018,4,0.09262647678339751,8.870967741935484,1.6129032258064515
Klebsiella pneumoniae,Meropenem,Portugal,2019,1,0.17845968890108785,8.045977011494253,4.597701149425287
Klebsiella pneumoniae,Meropenem,Portugal,2019,2,0.24357616230063128,13.6094674556213,5.325443786982248
Klebsiella pneumoniae,Meropenem,Portugal,2019,3,0.07753259862512338,2.525252525252525,1.5151515151515151
Klebsiella pneumoniae,Meropenem,Portugal,2019,4,0.19150783177062145,6.976744186046512,3.72093023255814
Klebsiella pneumoniae,Meropenem,Portugal,2019,5,0.0842442730183379,2.816901408450704,0.9389671361502347
Klebsiella pneumoniae,Meropenem,South Africa,2018,1,0.35556443923315284,19.879518072289155,7.831325301204819
Klebsiella pneumoniae,Meropenem,South Africa,2018,2,0.08182472388618148,10.666666666666666,1.3333333333333333
Klebsiella pneumoniae,Meropenem,South Africa,2018,3,0.15371560582614183,3.669724770642202,2.7522935779816518
